user_id,item_id,rating
user_13,item_2072,5
user_13,item_3318,3
user_13,item_3752,4
user_13,item_393,3
user_13,item_3563,4
user_13,item_1434,2
user_13,item_664,4
user_14,item_820,4
user_14,item_733,4
user_14,item_1915,4
user_14,item_37,5
user_14,item_1841,5
user_14,item_1197,4
user_14,item_1372,5
user_14,item_1704,5
user_14,item_1286,4
user_14,item_2048,4
user_14,item_1048,1
user_14,item_249,1
user_15,item_2089,5
user_15,item_2534,5
user_15,item_1698,5
user_15,item_3519,4
user_15,item_2673,4
user_15,item_3262,5
user_15,item_304,5
user_15,item_1096,5
user_15,item_3193,5
user_15,item_4033,4
user_15,item_2603,2
user_15,item_832,3
user_15,item_1397,5
user_15,item_1299,2
user_15,item_1395,1
user_16,item_2021,4
user_16,item_2504,5
user_16,item_4724,3
user_16,item_3110,4
user_16,item_1532,5
user_16,item_1370,5
user_16,item_1829,5
user_16,item_4959,3
user_16,item_3954,5
user_16,item_1166,3
user_16,item_4755,2
user_16,item_4020,3
user_16,item_4465,2
user_17,item_390,5
user_17,item_4810,5
user_17,item_4757,5
user_17,item_3100,3
user_17,item_429,4
user_17,item_3704,4
user_17,item_4716,4
user_17,item_1553,5
user_17,item_4706,4
user_17,item_642,5
user_17,item_27,4
user_17,item_2915,5
user_17,item_805,4
user_17,item_1136,2
user_17,item_543,2
user_18,item_4295,4
user_18,item_662,5
user_18,item_3302,4
user_18,item_2983,3
user_18,item_1657,5
user_18,item_2776,4
user_18,item_4698,5
user_18,item_4524,5
user_18,item_3000,5
user_18,item_551,4
user_18,item_907,1
user_18,item_3281,4
user_19,item_1399,5
user_19,item_4510,5
user_19,item_1835,5
user_19,item_3031,5
user_19,item_1899,4
user_19,item_2159,4
user_19,item_1225,5
user_19,item_2185,4
user_19,item_4857,4
user_19,item_2771,4
user_19,item_94,5
user_19,item_667,4
user_19,item_2661,4
user_19,item_2849,1
user_19,item_3502,2
user_19,item_221,4
user_20,item_2213,4
user_20,item_4487,5
user_20,item_3464,5
user_20,item_1016,5
user_20,item_2614,5
user_20,item_3772,5
user_20,item_3847,4
user_20,item_1768,4
user_20,item_1521,5
user_20,item_2225,5
user_20,item_3299,5
user_20,item_4965,5
user_20,item_3278,4
user_20,item_4314,2
user_20,item_4808,3
user_21,item_3549,5
user_21,item_1652,5
user_21,item_4284,5
user_21,item_4966,5
user_21,item_4544,4
user_21,item_4689,4
user_21,item_3369,3
user_21,item_4126,5
user_21,item_96,3
user_21,item_887,4
user_21,item_1480,4
user_21,item_3442,3
user_21,item_3096,4
user_21,item_4608,1
user_21,item_3248,1
user_21,item_880,3
user_22,item_3770,4
user_22,item_3399,4
user_22,item_2358,5
user_22,item_1374,5
user_22,item_2418,4
user_22,item_2303,5
user_22,item_2575,3
user_22,item_1129,3
user_22,item_4539,4
user_22,item_1469,4
user_22,item_4397,4
user_22,item_696,5
user_22,item_3224,4
user_22,item_3155,2
user_23,item_620,4
user_23,item_1288,5
user_23,item_3066,4
user_23,item_3226,5
user_23,item_4791,3
user_23,item_509,3
user_23,item_3926,5
user_23,item_4373,5
user_23,item_1512,4
user_23,item_3507,4
user_23,item_1341,3
user_23,item_4936,3
user_23,item_2839,1
user_23,item_3094,2
user_24,item_192,5
user_24,item_4755,5
user_24,item_3338,4
user_24,item_3617,5
user_24,item_176,5
user_24,item_1373,5
user_24,item_1057,5
user_24,item_3397,5
user_24,item_1929,4
user_24,item_644,4
user_24,item_3287,5
user_24,item_2873,2
user_24,item_407,3
user_24,item_1876,1
user_24,item_2906,1
user_25,item_57,5
user_25,item_1681,5
user_25,item_2628,5
user_25,item_817,3
user_25,item_3910,5
user_25,item_3415,5
user_25,item_27,4
user_25,item_4930,5
user_25,item_4138,4
user_25,item_921,4
user_25,item_1653,4
user_25,item_4253,2
user_25,item_2682,2
user_25,item_2745,2
user_26,item_2352,5
user_26,item_184,5
user_26,item_2098,5
user_26,item_3764,4
user_26,item_228,3
user_26,item_2148,5
user_26,item_1234,3
user_26,item_337,5
user_26,item_4421,5
user_26,item_3467,4
user_26,item_3303,4
user_26,item_2505,4
user_26,item_4007,4
user_26,item_3917,2
user_26,item_2130,4
user_27,item_2128,4
user_27,item_2005,5
user_27,item_109,5
user_27,item_576,4
user_27,item_1198,3
user_27,item_1030,4
user_27,item_3167,3
user_27,item_4858,3
user_27,item_2383,5
user_27,item_989,2
user_27,item_2613,4
user_27,item_1986,5
user_27,item_2593,2
user_27,item_4275,3
user_27,item_3354,1
user_27,item_2034,1
user_28,item_346,5
user_28,item_4491,5
user_28,item_1372,5
user_28,item_1254,5
user_28,item_562,5
user_28,item_3254,4
user_28,item_1217,4
user_28,item_3029,5
user_28,item_1863,5
user_28,item_1415,5
user_28,item_1493,4
user_28,item_2323,4
user_28,item_152,3
user_28,item_3423,2
user_29,item_4048,5
user_29,item_2486,5
user_29,item_4601,5
user_29,item_1611,5
user_29,item_4287,5
user_29,item_1996,4
user_29,item_2195,5
user_29,item_689,4
user_29,item_3256,5
user_29,item_1226,4
user_29,item_4114,3
user_29,item_2436,2
user_30,item_4140,3
user_30,item_4057,5
user_30,item_2297,3
user_30,item_2608,4
user_30,item_187,5
user_30,item_1135,5
user_30,item_4579,5
user_30,item_951,4
user_30,item_1635,4
user_30,item_1747,3
user_30,item_2303,2
user_30,item_2550,2
user_30,item_3091,3
user_31,item_4804,5
user_31,item_1501,5
user_31,item_1049,3
user_31,item_4608,5
user_31,item_847,3
user_31,item_3293,5
user_31,item_2630,5
user_31,item_4259,5
user_31,item_335,4
user_31,item_3271,3
user_31,item_4189,1
user_31,item_3479,3
user_31,item_3280,2
user_32,item_1127,4
user_32,item_4914,3
user_32,item_4651,5
user_32,item_4108,3
user_32,item_3471,5
user_32,item_3301,5
user_32,item_1936,3
user_32,item_882,2
user_32,item_4191,5
user_32,item_226,4
user_32,item_594,2
user_32,item_3510,3
user_33,item_3668,5
user_33,item_3196,5
user_33,item_4733,5
user_33,item_219,4
user_33,item_2343,3
user_33,item_3071,5
user_33,item_1634,5
user_33,item_2519,5
user_33,item_193,5
user_33,item_4233,3
user_33,item_4017,4
user_33,item_1967,2
user_33,item_884,4
user_33,item_3788,1
user_33,item_3572,1
user_33,item_422,1
user_34,item_2912,5
user_34,item_1907,5
user_34,item_1758,5
user_34,item_2799,5
user_34,item_4796,4
user_34,item_2062,4
user_34,item_360,5
user_34,item_4616,4
user_34,item_2515,5
user_34,item_1986,2
user_34,item_1616,5
user_34,item_1426,2
user_34,item_2157,5
user_34,item_4210,2
user_34,item_3338,4
user_35,item_4622,3
user_35,item_4257,5
user_35,item_2450,5
user_35,item_2567,5
user_35,item_2001,5
user_35,item_1765,5
user_35,item_4196,5
user_35,item_4943,5
user_35,item_142,5
user_35,item_1314,5
user_35,item_2698,2
user_35,item_2251,3
user_35,item_4240,5
user_35,item_1475,3
user_35,item_2813,2
user_36,item_3156,5
user_36,item_3051,4
user_36,item_2054,4
user_36,item_2489,5
user_36,item_4504,4
user_36,item_2947,5
user_36,item_3254,3
user_36,item_3923,5
user_36,item_4402,5
user_36,item_3092,4
user_36,item_3672,2
user_36,item_4962,2
user_37,item_2879,5
user_37,item_2519,5
user_37,item_861,4
user_37,item_1185,5
user_37,item_3882,5
user_37,item_417,5
user_37,item_727,5
user_37,item_801,5
user_37,item_4280,5
user_37,item_1683,5
user_37,item_3371,5
user_37,item_462,2
user_37,item_3170,2
user_37,item_3819,2
user_37,item_3403,3
user_37,item_214,4
user_38,item_2967,4
user_38,item_3347,5
user_38,item_2809,4
user_38,item_892,5
user_38,item_2782,5
user_38,item_2262,5
user_38,item_4987,5
user_38,item_744,5
user_38,item_2199,3
user_38,item_1459,2
user_38,item_1785,5
user_38,item_4382,5
user_38,item_2123,4
user_38,item_1212,4
user_39,item_4847,5
user_39,item_2571,5
user_39,item_1023,5
user_39,item_1825,5
user_39,item_4440,4
user_39,item_1352,5
user_39,item_1247,4
user_39,item_2858,5
user_39,item_4184,4
user_39,item_506,3
user_39,item_4534,2
user_39,item_586,2
user_40,item_884,4
user_40,item_1006,4
user_40,item_4995,5
user_40,item_220,5
user_40,item_2863,5
user_40,item_301,5
user_40,item_2547,5
user_40,item_2607,4
user_40,item_1360,4
user_40,item_4372,5
user_40,item_1667,2
user_40,item_1774,1
user_41,item_256,3
user_41,item_4265,5
user_41,item_923,5
user_41,item_254,5
user_41,item_3246,4
user_41,item_1838,4
user_41,item_2763,3
user_41,item_2962,4
user_41,item_860,5
user_41,item_4700,4
user_41,item_3964,4
user_41,item_1144,5
user_41,item_3261,4
user_41,item_3205,2
user_41,item_50,3
user_41,item_4635,2
user_42,item_3062,5
user_42,item_4420,5
user_42,item_1283,5
user_42,item_2450,4
user_42,item_4010,5
user_42,item_3415,5
user_42,item_4464,4
user_42,item_1109,5
user_42,item_2662,5
user_42,item_4352,4
user_42,item_2029,4
user_42,item_2882,4
user_42,item_4759,3
user_42,item_3355,1
user_42,item_2251,1
user_43,item_337,4
user_43,item_952,4
user_43,item_666,4
user_43,item_3115,5
user_43,item_179,4
user_43,item_184,4
user_43,item_1106,5
user_43,item_3500,5
user_43,item_4411,4
user_43,item_2538,3
user_43,item_3693,3
user_43,item_4037,2
user_43,item_2351,1
user_43,item_2918,1
user_44,item_4787,4
user_44,item_1473,3
user_44,item_403,4
user_44,item_1160,5
user_44,item_4736,4
user_44,item_3763,4
user_44,item_3216,5
user_44,item_2030,4
user_44,item_3585,2
user_44,item_3625,5
user_44,item_821,2
user_44,item_920,1
user_45,item_4974,5
user_45,item_2505,5
user_45,item_1877,3
user_45,item_892,4
user_45,item_4760,5
user_45,item_1523,5
user_45,item_3154,4
user_45,item_3149,4
user_45,item_3611,4
user_45,item_780,4
user_45,item_779,4
user_45,item_3206,4
user_45,item_1395,4
user_45,item_1104,3
user_45,item_3427,1
user_46,item_4839,4
user_46,item_1845,5
user_46,item_4488,5
user_46,item_3258,5
user_46,item_1323,5
user_46,item_4604,4
user_46,item_665,5
user_46,item_4551,4
user_46,item_4044,3
user_46,item_1659,3
user_46,item_2493,2
user_46,item_466,1
user_46,item_4829,2
user_47,item_1041,4
user_47,item_3859,4
user_47,item_2856,4
user_47,item_755,5
user_47,item_1755,5
user_47,item_592,5
user_47,item_2601,5
user_47,item_4217,5
user_47,item_3088,3
user_47,item_1164,4
user_47,item_168,4
user_47,item_3865,5
user_47,item_579,4
user_47,item_3485,1
user_47,item_3814,1
user_48,item_4436,4
user_48,item_2801,5
user_48,item_2514,5
user_48,item_394,4
user_48,item_3605,5
user_48,item_4664,5
user_48,item_2164,4
user_48,item_2876,4
user_48,item_2020,4
user_48,item_4940,3
user_48,item_1719,3
user_48,item_2178,3
user_48,item_653,3
user_48,item_1710,1
user_48,item_3083,3
user_49,item_3324,3
user_49,item_1485,5
user_49,item_4418,5
user_49,item_2584,5
user_49,item_385,4
user_49,item_3066,4
user_49,item_4658,5
user_49,item_3262,5
user_49,item_3690,5
user_49,item_1319,3
user_49,item_51,3
user_49,item_3188,4
user_49,item_4518,4
user_49,item_2861,2
user_50,item_3046,5
user_50,item_120,4
user_50,item_1820,5
user_50,item_3881,4
user_50,item_2658,4
user_50,item_68,5
user_50,item_1022,5
user_50,item_3347,4
user_50,item_1,3
user_50,item_2691,4
user_50,item_3024,3
user_50,item_4153,4
user_50,item_675,1
user_50,item_4485,2
user_51,item_537,5
user_51,item_1160,3
user_51,item_1913,4
user_51,item_3884,4
user_51,item_1471,3
user_51,item_4537,5
user_51,item_3790,4
user_51,item_1944,5
user_51,item_2917,4
user_51,item_3958,4
user_51,item_3280,5
user_51,item_4204,4
user_51,item_2972,4
user_51,item_2292,2
user_51,item_4318,2
user_52,item_2772,5
user_52,item_1719,5
user_52,item_4968,5
user_52,item_4705,4
user_52,item_4776,5
user_52,item_491,5
user_52,item_4978,4
user_52,item_2481,3
user_52,item_2247,5
user_52,item_3864,4
user_52,item_674,5
user_52,item_4032,3
user_52,item_3582,5
user_52,item_4323,1
user_52,item_1571,1
user_53,item_3961,4
user_53,item_2296,5
user_53,item_2264,5
user_53,item_4252,5
user_53,item_4621,4
user_53,item_3160,5
user_53,item_995,4
user_53,item_2727,5
user_53,item_847,5
user_53,item_3543,4
user_53,item_86,4
user_53,item_126,4
user_53,item_4448,5
user_53,item_212,2
user_53,item_4329,1
user_54,item_4322,5
user_54,item_1858,4
user_54,item_2861,5
user_54,item_903,5
user_54,item_12,5
user_54,item_361,4
user_54,item_3407,5
user_54,item_3863,5
user_54,item_289,4
user_54,item_3771,3
user_54,item_3656,5
user_54,item_220,4
user_54,item_3977,2
user_54,item_4304,3
user_55,item_240,5
user_55,item_3740,4
user_55,item_1523,4
user_55,item_2349,4
user_55,item_737,5
user_55,item_2985,3
user_55,item_1241,5
user_55,item_4067,5
user_55,item_2328,5
user_55,item_1235,4
user_55,item_1398,3
user_55,item_2238,1
user_56,item_529,5
user_56,item_2475,4
user_56,item_2014,4
user_56,item_4466,5
user_56,item_490,4
user_56,item_983,4
user_56,item_4682,5
user_56,item_455,5
user_56,item_4362,4
user_56,item_3984,4
user_56,item_657,2
user_56,item_3084,1
user_56,item_2388,2
user_57,item_3415,4
user_57,item_128,5
user_57,item_183,5
user_57,item_1299,5
user_57,item_3467,5
user_57,item_3583,5
user_57,item_2215,4
user_57,item_2842,4
user_57,item_4365,4
user_57,item_3250,4
user_57,item_1185,1
user_57,item_3371,3
user_57,item_4166,4
user_58,item_3154,5
user_58,item_1203,5
user_58,item_2484,5
user_58,item_4322,5
user_58,item_4316,4
user_58,item_3729,5
user_58,item_4068,5
user_58,item_1063,4
user_58,item_271,5
user_58,item_1316,5
user_58,item_4038,4
user_58,item_2269,2
user_59,item_2901,4
user_59,item_2670,5
user_59,item_1199,5
user_59,item_1241,4
user_59,item_157,5
user_59,item_2651,5
user_59,item_1523,5
user_59,item_4344,5
user_59,item_2413,4
user_59,item_4459,2
user_59,item_547,4
user_59,item_1970,5
user_59,item_90,2
user_59,item_2778,2
user_59,item_713,2
user_60,item_928,5
user_60,item_3297,5
user_60,item_550,4
user_60,item_2823,4
user_60,item_2496,5
user_60,item_3475,5
user_60,item_3850,4
user_60,item_1207,5
user_60,item_1550,4
user_60,item_4810,3
user_60,item_116,4
user_60,item_2284,4
user_60,item_2399,5
user_60,item_1709,2
user_60,item_3765,2
user_61,item_3605,5
user_61,item_554,3
user_61,item_625,5
user_61,item_1671,4
user_61,item_4074,5
user_61,item_1619,4
user_61,item_2875,5
user_61,item_571,2
user_61,item_2133,5
user_61,item_3481,4
user_61,item_4185,2
user_61,item_1148,1
user_62,item_3030,5
user_62,item_4322,4
user_62,item_2305,5
user_62,item_4330,4
user_62,item_4438,4
user_62,item_2700,3
user_62,item_2513,5
user_62,item_3740,5
user_62,item_3345,3
user_62,item_1468,5
user_62,item_13,4
user_62,item_3470,4
user_62,item_4592,4
user_62,item_3906,2
user_62,item_4900,2
user_63,item_3676,4
user_63,item_143,4
user_63,item_1555,5
user_63,item_891,5
user_63,item_4876,4
user_63,item_3871,4
user_63,item_3143,5
user_63,item_952,4
user_63,item_3859,2
user_63,item_2089,3
user_63,item_3385,3
user_63,item_2335,2
user_63,item_2193,1
user_64,item_3913,4
user_64,item_1287,4
user_64,item_1486,5
user_64,item_2987,3
user_64,item_3002,4
user_64,item_996,5
user_64,item_2474,4
user_64,item_2829,4
user_64,item_4508,3
user_64,item_4115,2
user_64,item_603,1
user_64,item_413,3
user_65,item_4922,5
user_65,item_145,5
user_65,item_777,4
user_65,item_100,5
user_65,item_884,4
user_65,item_497,4
user_65,item_1385,5
user_65,item_3121,2
user_65,item_2015,2
user_65,item_4655,3
user_65,item_603,1
user_65,item_204,1
user_65,item_1675,2
user_66,item_4900,5
user_66,item_2303,5
user_66,item_4824,5
user_66,item_4755,4
user_66,item_2073,4
user_66,item_2564,4
user_66,item_1,5
user_66,item_1720,3
user_66,item_4835,4
user_66,item_282,4
user_66,item_1807,2
user_66,item_12,2
user_66,item_2270,1
user_67,item_3733,5
user_67,item_1466,5
user_67,item_4862,4
user_67,item_3935,5
user_67,item_403,5
user_67,item_1598,5
user_67,item_2133,5
user_67,item_2516,5
user_67,item_455,3
user_67,item_3112,3
user_67,item_4632,4
user_67,item_4285,4
user_67,item_1377,3
user_67,item_675,1
user_67,item_2740,3
user_67,item_4050,4
user_68,item_2385,5
user_68,item_1671,4
user_68,item_4914,4
user_68,item_3863,3
user_68,item_2450,5
user_68,item_1444,4
user_68,item_1195,5
user_68,item_2713,4
user_68,item_3979,5
user_68,item_3970,4
user_68,item_4790,5
user_68,item_4152,3
user_68,item_1791,2
user_68,item_176,1
user_68,item_347,4
user_68,item_2209,3
user_69,item_1689,5
user_69,item_4324,5
user_69,item_1314,5
user_69,item_1603,4
user_69,item_2006,5
user_69,item_1374,5
user_69,item_757,4
user_69,item_1814,5
user_69,item_282,2
user_69,item_521,3
user_69,item_4790,5
user_69,item_1772,2
user_69,item_3818,2
user_69,item_1229,1
user_70,item_3769,4
user_70,item_1434,4
user_70,item_1992,4
user_70,item_2743,5
user_70,item_3428,4
user_70,item_766,5
user_70,item_504,5
user_70,item_4810,5
user_70,item_2278,5
user_70,item_1570,5
user_70,item_3482,3
user_70,item_827,2
user_70,item_2394,3
user_70,item_2864,2
user_70,item_265,1
user_71,item_3584,5
user_71,item_4553,5
user_71,item_4404,4
user_71,item_1269,5
user_71,item_2037,4
user_71,item_2880,3
user_71,item_2753,5
user_71,item_1742,5
user_71,item_614,5
user_71,item_4520,4
user_71,item_2173,3
user_71,item_2452,5
user_71,item_2581,5
user_71,item_1278,2
user_71,item_4625,1
user_71,item_653,2
user_72,item_1628,4
user_72,item_2800,3
user_72,item_3201,5
user_72,item_1618,4
user_72,item_2388,5
user_72,item_3957,5
user_72,item_845,4
user_72,item_3521,5
user_72,item_4431,5
user_72,item_4264,5
user_72,item_485,5
user_72,item_879,4
user_72,item_3818,4
user_72,item_2701,3
user_72,item_1397,1
user_72,item_937,2
user_73,item_2954,4
user_73,item_2134,5
user_73,item_345,5
user_73,item_3179,3
user_73,item_2918,5
user_73,item_251,5
user_73,item_432,4
user_73,item_1250,5
user_73,item_1640,5
user_73,item_3045,2
user_73,item_3296,4
user_73,item_2562,3
user_73,item_686,5
user_73,item_161,4
user_73,item_586,4
user_74,item_2066,5
user_74,item_1237,5
user_74,item_703,5
user_74,item_196,4
user_74,item_2540,5
user_74,item_2477,3
user_74,item_2000,5
user_74,item_2640,3
user_74,item_666,3
user_74,item_1558,2
user_74,item_2589,2
user_74,item_1653,2
user_75,item_4776,5
user_75,item_3964,3
user_75,item_4712,4
user_75,item_4653,5
user_75,item_1210,5
user_75,item_1258,4
user_75,item_4901,5
user_75,item_785,5
user_75,item_449,4
user_75,item_4401,3
user_75,item_323,2
user_75,item_3597,5
user_75,item_2517,1
user_75,item_4085,3
user_76,item_2706,5
user_76,item_4860,5
user_76,item_4771,5
user_76,item_707,5
user_76,item_4930,4
user_76,item_1393,5
user_76,item_4174,5
user_76,item_4701,5
user_76,item_1199,5
user_76,item_989,5
user_76,item_3738,5
user_76,item_3456,5
user_76,item_4815,4
user_76,item_2214,2
user_76,item_937,3
user_76,item_3827,1
user_77,item_4255,4
user_77,item_3523,4
user_77,item_1210,4
user_77,item_3346,4
user_77,item_2181,4
user_77,item_3453,3
user_77,item_650,3
user_77,item_3228,5
user_77,item_933,5
user_77,item_2682,4
user_77,item_435,4
user_77,item_571,3
user_77,item_4305,5
user_77,item_2015,3
user_77,item_402,1
user_78,item_2725,5
user_78,item_254,5
user_78,item_4976,5
user_78,item_71,5
user_78,item_4052,5
user_78,item_4311,4
user_78,item_3314,5
user_78,item_595,3
user_78,item_803,5
user_78,item_2136,4
user_78,item_337,2
user_78,item_2460,2
user_78,item_1949,1
user_79,item_2423,4
user_79,item_3758,4
user_79,item_174,4
user_79,item_298,5
user_79,item_4085,4
user_79,item_1154,3
user_79,item_3170,5
user_79,item_1563,5
user_79,item_4103,5
user_79,item_2527,5
user_79,item_1585,1
user_79,item_4574,2
user_79,item_1037,3
user_80,item_337,5
user_80,item_3650,4
user_80,item_2095,5
user_80,item_3698,4
user_80,item_3566,4
user_80,item_1370,5
user_80,item_715,5
user_80,item_4554,5
user_80,item_4677,2
user_80,item_4956,5
user_80,item_2022,3
user_80,item_4610,3
user_80,item_3555,3
user_80,item_102,4
user_81,item_3209,5
user_81,item_4106,5
user_81,item_2045,5
user_81,item_4574,5
user_81,item_3616,3
user_81,item_491,5
user_81,item_3610,4
user_81,item_577,3
user_81,item_1052,5
user_81,item_2999,4
user_81,item_2761,1
user_81,item_261,1
user_82,item_645,5
user_82,item_2110,3
user_82,item_2466,5
user_82,item_222,5
user_82,item_1570,5
user_82,item_2410,5
user_82,item_1461,5
user_82,item_4560,4
user_82,item_3843,5
user_82,item_2551,4
user_82,item_3240,3
user_82,item_3532,5
user_82,item_1664,5
user_82,item_1822,2
user_82,item_1720,3
user_83,item_3244,5
user_83,item_3248,5
user_83,item_31,5
user_83,item_1506,5
user_83,item_3726,5
user_83,item_767,5
user_83,item_1075,5
user_83,item_3498,4
user_83,item_638,5
user_83,item_2795,5
user_83,item_2252,2
user_83,item_329,5
user_83,item_4146,3
user_83,item_931,2
user_83,item_1424,3
user_84,item_1672,4
user_84,item_2499,5
user_84,item_4800,5
user_84,item_1014,5
user_84,item_517,3
user_84,item_525,4
user_84,item_2019,5
user_84,item_1608,5
user_84,item_2502,4
user_84,item_2761,3
user_84,item_3428,2
user_84,item_4241,2
user_84,item_3084,3
user_85,item_2594,4
user_85,item_1063,5
user_85,item_1146,5
user_85,item_777,5
user_85,item_3674,4
user_85,item_3000,5
user_85,item_4260,5
user_85,item_803,4
user_85,item_699,5
user_85,item_2991,4
user_85,item_3885,2
user_85,item_4552,4
user_85,item_751,5
user_85,item_3232,1
user_85,item_1276,2
user_86,item_4891,4
user_86,item_2776,5
user_86,item_2037,3
user_86,item_3534,5
user_86,item_4941,5
user_86,item_1245,5
user_86,item_4379,5
user_86,item_495,4
user_86,item_3135,5
user_86,item_1968,2
user_86,item_4933,2
user_86,item_3149,4
user_86,item_4388,4
user_86,item_2256,3
user_86,item_4449,2
user_86,item_3773,2
user_87,item_4183,4
user_87,item_851,5
user_87,item_1832,5
user_87,item_586,5
user_87,item_769,4
user_87,item_2730,5
user_87,item_4375,5
user_87,item_1376,3
user_87,item_2605,2
user_87,item_392,4
user_87,item_3631,2
user_87,item_4656,1
user_87,item_3477,4
user_88,item_775,4
user_88,item_979,5
user_88,item_1287,5
user_88,item_800,5
user_88,item_4396,5
user_88,item_1454,4
user_88,item_4334,4
user_88,item_4248,5
user_88,item_1416,4
user_88,item_4808,5
user_88,item_1549,1
user_88,item_4414,1
user_88,item_956,1
user_89,item_2683,5
user_89,item_2376,4
user_89,item_2032,5
user_89,item_1687,5
user_89,item_1417,5
user_89,item_775,4
user_89,item_1236,5
user_89,item_2552,5
user_89,item_4759,5
user_89,item_2888,5
user_89,item_75,3
user_89,item_3245,2
user_90,item_2307,4
user_90,item_1738,3
user_90,item_4890,5
user_90,item_1499,5
user_90,item_1438,5
user_90,item_471,5
user_90,item_3773,4
user_90,item_4178,4
user_90,item_931,4
user_90,item_183,4
user_90,item_2744,3
user_90,item_227,4
user_90,item_4195,1
user_90,item_4829,2
user_91,item_4363,4
user_91,item_683,5
user_91,item_3312,4
user_91,item_3776,5
user_91,item_1297,3
user_91,item_2002,3
user_91,item_1727,4
user_91,item_3219,4
user_91,item_4795,4
user_91,item_1997,3
user_91,item_1364,2
user_91,item_1645,3
user_92,item_4365,5
user_92,item_3125,3
user_92,item_550,5
user_92,item_2637,4
user_92,item_1846,4
user_92,item_2422,5
user_92,item_1770,4
user_92,item_2912,4
user_92,item_3463,4
user_92,item_3856,5
user_92,item_4563,2
user_92,item_4584,1
user_92,item_1164,2
user_93,item_4921,5
user_93,item_2542,3
user_93,item_3425,4
user_93,item_805,3
user_93,item_3611,3
user_93,item_2305,4
user_93,item_3030,4
user_93,item_2537,4
user_93,item_3349,4
user_93,item_1590,5
